Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"03/03/2016","14 Ballinteer Park, Ballinteer","Dublin 16","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","14 Bradogue Court, Annamoe Road, Cabra","Dublin 7","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","14 Hillcrest walk, Lucan","","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","15 CONVENT RD, WICKLOW, WICKLOW","","Wicklow","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","154 ORLYNN PARK, LUSK, DUBLIN","","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","16 Bremore Pastures Avenue, Balbriggan","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","16 Bremore Pastures Crescent, Balbriggan","","Dublin","€142,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","16 LAUREL DR, ESKER HILLS, PORTLAOISE","","Laois","€82,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","16 THE LAURELS, BUTTERFIELD AVE, RATHFARNHAM DUBLIN 14","Dublin 14","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","17 Ard na Locha, Moate","","Westmeath","€135,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","17 Bremore Avenue, Balbriggan","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","17 Glendine Drive, Seapark, Abbeyside  Dungarvan","","Waterford","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","18 Fern Grove, Forest Hill, Carrigaline","","Cork","€255,506.61","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","18 Palmerstown square, Palmerstown, Dublin 20","Dublin 20","Dublin","€173,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","18 THE DRIVE, CHAPELSTOWN, TULLOW ROAD","","Carlow","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","183 Collinswood, Whitehall","Dublin 9","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","2 CHURCH GATE, CHURCH RD, GREYSTONES","","Wicklow","€810,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","2 ORMOND STREET, NENAGH, CO TIPPERARY","","Tipperary","€83,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","2 REDESDALE CRESCENT, UPPER TREES RD, MOUNT MERRION","","Dublin","€850,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","2 ST HELENS SOUTH, SANDYCOVE, DUBLIN","","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","20 The Lapwing, Barnageeragh Cove, Skerries","","Dublin","€418,502.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","201 THE EDGES, BEACON SOUTH QUARTER, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","21 Bremore Pastures Avenue, Balbriggan","","Dublin","€177,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","21 GLEN AOIBHINN ARDAMINE, ARDAMINE, GOREY","","Wexford","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","211 MARINA VILLAGE, MALAHIDE, DUBLIN","","Dublin","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","211 MARITANA GATE, CANADA ST, WATERFORD","","Waterford","€63,636.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","22 Bremore Pastures Avenue, Balbriggan","","Dublin","€177,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","22 CHALFONT RD, MALAHIDE, DUBLIN","","Dublin","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","22 SILKEN VALE, MAYNOOTH, KILDARE","","Kildare","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","25 Bremore Pastures Avenue, Balbriggan","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","25 BULLAWN, NEW ROSS, WEXFORD","","Wexford","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","26 A GLENDOO CLOSE, GREENPARK, WALKINSTOWN","","Dublin","€367,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","26B OAKLEY RD, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","27 LADYWELL, BALLYHEIGUE, KERRY","","Kerry","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","28 MILLVIEW LAWNS, MALAHIDE, DUBLIN","","Dublin","€618,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","29 CROSS ST, NEW ROSS, WEXFORD","","Wexford","€32,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","29 LITTLEWOOD, STEPASIDE, DUBLIN","Dublin 18","Dublin","€272,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","29 The Woods, Glounthaune","","Cork","€224,669.61","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","3 LINNANES TERRACE, KILRUSH RD, ENNIS","","Clare","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","3 ROSEHILL, SLIGO, SLIGO","","Sligo","€218,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","3 The Friary, Cecilia Street, Temple Bar","Dublin 2","Dublin","€267,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","3 WEST MAIN STREET, CASTLEBLAYNEY, CO MONAGHAN","","Monaghan","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","3 Woodside Demense, Aikens Village, Stepaside","","Dublin","€436,123.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"03/03/2016","31 THE CRESCENT, ROBSWALL, MALAHIDE","","Dublin","€717,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","32 BEAU PARK CRESCENT, CLONGRIFFIN, DUBLIN 13","Dublin 13","Dublin","€222,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","32 College View, Westport Rd, Castlebar","","Mayo","€132,157.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"03/03/2016","33 Ossory Court, BORRIS-IN-OSSARY","","Laois","€92,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"03/03/2016","33 SEAN TREACY AVE, THURLES, TIPPERARY","","Tipperary","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","36 Gort na Ri, Athenry, Co. Galway","","Galway","€181,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","38 GLEN CORRIN, TINAGERAGH, WATERGRASSHILL","","Cork","€206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","4 Albany Lodge, Shanganagh Road, Killiney","","Dublin","€488,986.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"03/03/2016","4 CRYSTAL VILLAGE, BONAVALLEY, ATHLONE","","Westmeath","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","4 DUNSANDLE GROVE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€1,050,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","40 DE VESCI COURT, FAIRGREEN, PORTLAOISE","","Laois","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","41 Bremore Pastures Way, Balbriggan","","Dublin","€174,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","43 The Elms, Ridgewood  Forrest Road, Swords","","Dublin","€257,268.72","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","45 CASTLE GROVE EAST, CASTLEBAR, MAYO","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","459 ST FLANNANS RD, KILLALOE, CLARE","","Clare","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","49 Bremore Pastures Way, Balbriggan","","Dublin","€174,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","49 FANCOURT HEIGHTS, BALBRIGGIAN, DUBLIN","","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","51 Bremore Pastures Way, Balbriggan","","Dublin","€174,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","51 THE COTTAGES, ST HELEN'S DRIVE, ROSSLARE HARBOUR","","Wexford","€108,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","52 ASHFIELD RISE, BREMORE, BALBRIGGAN","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","53 BLACKROCK GROVE, EDEN, BLACKROCK","","Cork","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","53 KILMORE DR, ARTANE, DUBLIN 5","Dublin 5","Dublin","€352,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","6 Ashe Lane, Knocksedan Demesne, Swords","","Dublin","€418,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","68 THE OLD MILL, FAIRYHOUSE RD, RATOATH","","Meath","€448,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","69 EGLINTON RD, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","€1,290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","7 Bremore Pastures Avenue, Balbriggan","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","7 Carrig Haven, Clonard","","Wexford","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","74 CASTLE PK, DUBLIN 24, DUBLIN","Dublin 24","Dublin","€166,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","79 ABBEY COURT, LIMERICK RD, ENNIS","","Clare","€153,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","8 SANDY COVE, STRANDHILL, SLIGO","","Sligo","€264,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","80 GINNELL TERRACE, MULLINGAR, CO WESTMEATH","","Westmeath","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","80 KILLESTER AVE, KILLESTER, DUBLIN 5","Dublin 5","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","83 MAUDLIN VALE, TRIM, MEATH","","Meath","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","88 KENT ROAD, BALLYPHEHANE, CORK","","Cork","€25,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","89 HOMEFARM RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€457,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","9 THE STABLES, MONIVEA","","Galway","€205,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","9 THOMAND PLACE, NENAGH, TIPPERARY","","Tipperary","€123,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","96 The Clayton, The Gasworks","Dublin 4","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","Apartment 45 Kirkpatrick House, North Wall, Spencer Dock","Dublin 15","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","APT 2 CROI OIGE, DUBLIN RD, ATHLONE","","Westmeath","€72,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","APT 27 BLOCK 2, TRIMBLESTON, GOATSTOWN","Dublin 14","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","Apt 28 Hill of Down House, Spencer Dock, North Wall Quay","","Dublin","€299,559.47","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","APT 3, BROADLEAF, BROADSTREET","","Limerick","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","APT 4, BROADLEAF, BROADSTREET","","Limerick","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","APT 57, THE RED MILL, NORTH BRUNSWICK ST DUBLIN 7","Dublin 7","Dublin","€176,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","APT 5, BROADLEAF, BROADSTREET","","Limerick","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","APT ST LEGER, MAIN STREET, TRAMORE","","Waterford","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","BALLYGEEHIN, BALLACOLLA, CO LAOIS","","Laois","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","BALLYLUSKY, BALLYDAVID, KERRY","","Kerry","€98,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","CLONEE, BALLYMOE, CO GALWAY","","Galway","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","CLOONBACK, AUGHNACLIFFE, LONGFORD","","Longford","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","Derry, The Ballagh, Enniscorthy","","Wexford","€139,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","Drumcarbit, Malin","","Donegal","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","GALVINS HOUSE, CAHERLAHEEN, BALLYSEEDY","","Kerry","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","GREENOGUE, KILSALLAGHAN, CO MEATH","","Meath","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","KILMAGIG UPPER, AVOCA, WICKLOW","","Wicklow","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","MOVILLE, SCARDEN MORE, STRANDHILL","","Sligo","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","Quiet Waters, 28 St. Fintans Road, Sutton","Dublin 13","Dublin","€697,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","SCHOOL RD, CASTLEGAR, GALWAY CITY","","Galway","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","THE SHRUBBERY, COXTOWN, DUNMORE EAST","","Waterford","€342,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","WHITETHORN 2, STATION RD, OUGHTERARD","","Galway","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","Windermere, Westminister Road, Dublin 18","Dublin 18","Dublin","€3,150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","1 BRAMBLE GROVE, FOXWOOD","","Waterford","€210,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"04/03/2016","1 CHERRY TREE PARK, RIVERSTOWN, SLIGO","","Sligo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","1 woodroad, ardnacrusha","","Clare","€550,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"04/03/2016","10 ardlea, dunshaughlin","","Meath","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","10 DRUMCONDRA PARK, DRUMCONDRA, DUBLIN 3","Dublin 3","Dublin","€408,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","10 MOUNTAIN VIEW, KILFINANE, LIMERICK","","Limerick","€73,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","10 PARK VILLAS, GRANGERATH, DROGHEDA","","Meath","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","10 RICHMOND CRESCENT, NORTH CIRCULAR RD, DUBLIN 1","Dublin 1","Dublin","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","106 RIVER OAKS, CLAREGALWAY, GALWAY","","Galway","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","11 GORT NA RI, BALLYHUGH, GORT","","Galway","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","11 THE COURTS, MAIN STREET, NEWBRIDGE","","Kildare","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","116 MOREHAMPTON RD, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","€1,090,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","119 ARDEN VIEW, TULLAMORE, OFFALY","","Offaly","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","12 BALLYOGAN AVE, BALLYOGAN, DUBLIN 18","Dublin 18","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","12 GRIFFEEN GLEN ROAD, LUCAN, COUNTY DUBLIN","","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","12 LOWER SALTHILL, GALWAYCITY, GALWAY","","Galway","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","12 RATHMINES WOOD, WILLIAMS PARK, RATHMINES","Dublin 6","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","120 RIVERSIDE, COOLSHANNAGH, MONAGHAN","","Monaghan","€66,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","131A - RATHFARNHAM RD, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","14 WESTMORELAND PARK, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€733,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","152 VIEW MOUNT PARK, DUNMORE RD, CO WATERFORD","","Waterford","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","16   17 Main Street, Bunclody, County Wexford","","Wexford","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","16 A THE OSPREY, DEVOY QUARTER, NAAS","","Kildare","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","16 A THE OSPREY, DEVOY QUARTER, NAAS","","Kildare","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","161 FIODH MHOR, FERRYBANK, WATERFORD","","Waterford","€164,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","17 HUNTERS HALL, HUNTERSWOOD, BALLYCULLEN","Dublin 24","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","17 SUNCROFT DR, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","17 THE CLOISTERS, KELLS, MEATH","","Meath","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","19 ACRES HILL, BALLINAMEEN, BOYLE","","Roscommon","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","19 BRID LAOIS, SALTTOWN, DUNDALK","","Louth","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","192 Crosbies Yard, North Strand, Dublin 3","Dublin 3","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","197 Wedgewood, Sandyford, Dublin 16","Dublin 16","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","2 BALLYHAUNIS ROAD, BALLINDINE, CO MAYO","","Mayo","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","2 HAWTHORN CRESCENT, GREENHILL VILLAGE, CARRICK ON SUIR","","Tipperary","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","2 Our Lady of Lourdes Park, Ballinlough, Cork","","Cork","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","2 PAIRC NA HABHAINN, CLOYNE, CORK","","Cork","€177,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","2 Rathwell, Ralph, Fethard","","Wexford","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","2 ROSE HILL WEST, BALLINACURRA, MIDLETON","","Cork","€336,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","2 Thor Place, Stonybatter","Dublin 7","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","21 ARDEEVIN AVE, LUCAN, DUBLIN","","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","21 CARYSFORT HALL, CARYSFORT AVE, BLACKROCK","","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","238 Sundrive Road, Crumlin","Dublin 12","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","24 CORROVORRIN DR, ENNIS, CO CLARE","","Clare","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","25 HUNTERS CLOSE, CASTLEGRANGE, CO. WATERFORD","","Waterford","€108,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","250 CASHEL RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€223,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","26 CLOVERHILL ROAD, BALLYFERMOT, DUBLIN 10","","Dublin","€173,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","27 ACHILL RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€575,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","27 COUNTRY MEADOWS, CLOONTHUE, TUAM","","Galway","€59,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","27 FERNHILL PARK, TERENURE, DUBLIN 6","Dublin 12","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","28 Gallow Hill, Kildare Road, Athy","","Kildare","€189,427.31","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/03/2016","28 KINGSTON HALL, HAROLDS GRANGE RD, RATHFARNHAM DUBLIN 18","Dublin 18","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","29 MEADOWVALE, RAHEEN, LIMERICK","","Limerick","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","29 MOUNTFIELD PARK, MALAHIDE, DUBLIN","","Dublin","€268,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","3 COGANS COTTAGES, BALLINLOUGH RD, CORK","","Cork","€108,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","3 HIGH HAYES TERRACE, CASTLECOMER ROAD, KILKENNY","","Kilkenny","€187,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","3 NEW BRIGHTON TERRACE, PARNELL RD, BRAY","","Wicklow","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","3 RIVERSIDE, BALLINTUBBER, ROSCOMMON","","Roscommon","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","3 ROSSDOWNS, ROSSGIER, LIFFORD","","Donegal","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","3 THE SEASONS, CARRIGALINE, CORK","","Cork","€89,867.84","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","31 THE HARDWICK, NORTH BRUNSWICK STREET, DUBLIN 7","","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","32  The Rise, Five Oaks, Dublin Rd.  Drogheda","","Meath","€203,659.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/03/2016","32 Boyd House, Baldoyle, Dublin 13","Dublin 13","Dublin","€208,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","33 Boyd Avenue, Honeypark, Glenageary","","Dublin","€634,361.22","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"04/03/2016","34 HARDIMAN RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","35 Hollywood Drive, Goatstown, Dublin 14","Dublin 14","Dublin","€560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","36 LIOS NA RI, LIOS AN OIR, SMITHS RD CHARLEVILLE","","Cork","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","36 MARINERS VIEW, CASTLETOWNBERE, CORK","","Cork","€67,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","36A MOUNTAIN VIEW, NAAS, MOUNTAIN VIEW","","Kildare","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","37 Kilheale Avenue, Kilheale Manor, Kill","","Kildare","€305,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/03/2016","38 Callary St, Tullamore","","Offaly","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","4 HADDINGTON PARK, GLENAGEARY, DUBLIN","","Dublin","€620,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","41 BALLINTYRE GROVE, BALLINTEER AVE, DUBLIN 16","Dublin 16","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","42 COIS ABHA, SHANDON, DUNGARVAN","","Waterford","€102,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","44 FOXFIELD, NEWPORT RD, CASTLEBAR","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","45 SHANGANAGH VALE, CABINTEELY, DUBLIN","Dublin 18","Dublin","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","45 TEMPLE HALL, MOUNT SAINT ANNES, MILLTOWN","","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","46 landon park, oldtown demense","","Kildare","€484,581.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"04/03/2016","47 Elden, Maryborough Hill, Douglas  Cork","","Cork","€273,127.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/03/2016","47 WESTGATE, DUBLIN 8, DUBLIN","Dublin 8","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","48 LEIM AN BHRAIDAIN, GORT ROAD, ENNIS","","Clare","€61,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2016","5 ARDGILLEN DR, ARDGILLEN HEIGHTS, BALBRIGGAN","","Dublin","€263,000.00","No","No","Second-Hand Dwelling house /Apartment",""
